date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:43:37	176189/176189	---MCZ	200	added ('OK')	image/jpeg	etag:%221e8426f-2b03d-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery02/04_original.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery02/04_original4012.jpg	(from https://shyoph.com/)
23:43:37	15998/15998	---M-Z	200	added ('OK')	image/jpeg	etag:%221e8426e-3e7e-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery02/04.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery02/044012.jpg	(from https://shyoph.com/)
23:43:39	182889/182889	---MCZ	200	added ('OK')	image/jpeg	etag:%221e84271-2ca69-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery02/05_original.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery02/05_original4012.jpg	(from https://shyoph.com/)
23:43:39	18130/18130	---M-Z	200	added ('OK')	image/jpeg	etag:%221e84270-46d2-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery02/05.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery02/054012.jpg	(from https://shyoph.com/)
23:43:40	38377/38377	---M-Z	200	added ('OK')	image/jpeg	etag:%221e84273-95e9-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery02/06_original.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery02/06_original4012.jpg	(from https://shyoph.com/)
23:43:41	20780/20780	---M-Z	200	added ('OK')	image/jpeg	etag:%221e84272-512c-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery02/06.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery02/064012.jpg	(from https://shyoph.com/)
23:43:43	64279/64279	---M-Z	200	added ('OK')	image/jpeg	etag:%221f2a2f0-fb17-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery01/01_original.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery01/01_original4012.jpg	(from https://shyoph.com/)
23:43:43	32246/32246	---M-Z	200	added ('OK')	image/jpeg	etag:%221f2a2e3-7df6-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery01/01.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery01/014012.jpg	(from https://shyoph.com/)
23:43:44	34841/34841	---M-Z	200	added ('OK')	image/jpeg	etag:%221f2a310-8819-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery01/02_original.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery01/02_original4012.jpg	(from https://shyoph.com/)
23:43:45	19075/19075	---M-Z	200	added ('OK')	image/jpeg	etag:%221f2a2f8-4a83-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery01/02.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery01/024012.jpg	(from https://shyoph.com/)
23:43:47	390656/390656	---MCZ	200	added ('OK')	image/jpeg	etag:%221f2a312-5f600-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery01/03_original.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery01/03_original4012.jpg	(from https://shyoph.com/)
23:43:47	10339/10339	---M-Z	200	added ('OK')	image/jpeg	etag:%221f2a311-2863-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery01/03.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery01/034012.jpg	(from https://shyoph.com/)
23:43:48	37588/37588	---M-Z	200	added ('OK')	image/jpeg	etag:%221f2a314-92d4-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery01/04_original.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery01/04_original4012.jpg	(from https://shyoph.com/)
23:43:49	17465/17465	---M-Z	200	added ('OK')	image/jpeg	etag:%221f2a313-4439-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery01/04.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery01/044012.jpg	(from https://shyoph.com/)
23:43:51	69630/69630	---MCZ	200	added ('OK')	image/jpeg	etag:%221f2a316-10ffe-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery01/05_original.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery01/05_original4012.jpg	(from https://shyoph.com/)
23:43:51	29485/29485	---M-Z	200	added ('OK')	image/jpeg	etag:%221f2a315-732d-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery01/05.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery01/054012.jpg	(from https://shyoph.com/)
23:43:52	24108/24108	---M-Z	200	added ('OK')	image/jpeg	etag:%221f2a318-5e2c-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery01/06_original.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery01/06_original4012.jpg	(from https://shyoph.com/)
23:43:53	17834/17834	---M-Z	200	added ('OK')	image/jpeg	etag:%221f2a317-45aa-56139e1bf6400-gzip%22	https://shyoph.com/assets/images/gallery01/06.jpg?v70601116724151	/home/tits/websites/mobile%20random%20ang/shyoph.com/assets/images/gallery01/064012.jpg	(from https://shyoph.com/)
23:43:58	34/34	---MCZ	200	added ('OK')	text/plain	etag:6978a616c585d03cb5b542a891995efb	https://futugraph.com/robots.txt		(from )
23:44:00	283970/283970	---M--	200	added ('OK')	image/jpeg	etag:1899064130	http://img1.wsimg.com/isteam/ip/debefe8f-36dc-4ed4-911f-1ee683bb1574/cb07bf5b-b658-4f6f-9151-acbd1da4b7df.png	/home/tits/websites/mobile%20random%20ang/img1.wsimg.com/isteam/ip/debefe8f-36dc-4ed4-911f-1ee683bb1574/cb07bf5b-b658-4f6f-9151-acbd1da4b7df.jpg	(from https://futugraph.com/)
23:44:01	191551/191551	---MCZ	200	added ('OK')	text/html	etag:bf9766d2638de2a03ebe6435a06aeb0c	https://futugraph.com/widescreen	/home/tits/websites/mobile%20random%20ang/futugraph.com/widescreen.html	(from https://futugraph.com/)
23:44:02	210904/210904	---MCZ	200	added ('OK')	text/html	etag:b77297e78bb66a1c9cc9858c761cc435	https://futugraph.com/feature-me	/home/tits/websites/mobile%20random%20ang/futugraph.com/feature-me.html	(from https://futugraph.com/)
23:44:03	229083/229083	---MCZ	200	added ('OK')	text/html	etag:68119e8229c78edd261e10d8fc634c8e	https://futugraph.com/privacy-policy	/home/tits/websites/mobile%20random%20ang/futugraph.com/privacy-policy.html	(from https://futugraph.com/)
23:44:04	138451/138451	---MCZ	200	added ('OK')	image/jpeg	etag:2075105728	http://img1.wsimg.com/isteam/ip/debefe8f-36dc-4ed4-911f-1ee683bb1574/cb07bf5b-b658-4f6f-9151-acbd1da4b7df.png/:/rs=h:500,cg:true,m	/home/tits/websites/mobile%20random%20ang/img1.wsimg.com/isteam/ip/debefe8f-36dc-4ed4-911f-1ee683bb1574/cb07bf5b-b658-4f6f-9151-acbd1da4b7df.png/_/rs=h_500,cg_true,m.jpg	(from https://futugraph.com/)
23:44:06	671266/671266	---M-Z	200	added ('OK')	application/javascript	etag:%2214bb8b6c41384d258b04a384aaddb0b3%22	http://img1.wsimg.com/ceph-p3-01/website-builder-data-prod/static/widgets/UX.3.9.3.js	/home/tits/websites/mobile%20random%20ang/img1.wsimg.com/ceph-p3-01/website-builder-data-prod/static/widgets/UX.3.9.3.js	(from https://futugraph.com/)
23:44:06	11891/11891	---M-Z	200	added ('OK')	application/x-javascript	etag:%2252ef5c943baad21:0%22	http://img1.wsimg.com/tcc/tcc_l.combined.1.0.6.min.js	/home/tits/websites/mobile%20random%20ang/img1.wsimg.com/tcc/tcc_l.combined.1.0.6.min.js	(from https://futugraph.com/)
